店名,種類,地址,評價,評分人數
周媽蔬食堂,restaurant,260台灣宜蘭縣宜蘭市東港陸橋7號,4.9,32
菜菜子,restaurant,260台灣宜蘭縣宜蘭市長春路118號,4.8,1866
萬蓮卐蔬食早餐,restaurant,260台灣宜蘭縣宜蘭市中山路二段170號,4.6,170
開心素食,restaurant,260台灣宜蘭縣宜蘭市東港路二段290號,4.5,115
珍佳素食 Jenja Thai Vegan Restaurant,restaurant,261台灣宜蘭縣頭城鎮沙成路44號,4.6,353
連香齋坊,restaurant,260台灣宜蘭縣宜蘭市民族路120號,4.6,90
Woosa洋食パンケーキ 屋莎洋食鬆餅屋 宜蘭新月店,restaurant,260台灣宜蘭縣宜蘭市民權路二段38巷6號1樓,4.8,1571
掌上明珠會館,restaurant,263台灣宜蘭縣壯圍鄉大福路二段102號,4.7,3027
巧巧素食,restaurant,260台灣宜蘭縣宜蘭市中山路三段195號,4.6,142
葷轉×蔬（素）食傳統碗粿米糕四神湯,restaurant,260台灣宜蘭縣宜蘭市負郭路17號,4.6,109
麻利蓮夢滷-宜蘭店,"meal_takeaway, restaurant",260台灣宜蘭縣宜蘭市幸福路66號,4.9,823
時時香RICE BAR 宜蘭新月店,restaurant,260台灣宜蘭縣宜蘭市民權路二段38巷6號4樓,4.8,1064
Mercy暮曦蔬食創意料理,restaurant,262004台灣宜蘭縣礁溪鄉玉龍路一段55號,4.9,458
饗素 蔬食坊,restaurant,262台灣宜蘭縣礁溪鄉德陽街6號,4.7,172
悅德蔬食-鳳凰店｜無菜單創意料理｜,restaurant,262台灣宜蘭縣礁溪鄉健康路50號1樓之2,4.7,277
清香素食麵館,restaurant,262台灣宜蘭縣礁溪鄉中山路二段13號,4.7,105
佛光大學百萬人滴水坊,"cafe, restaurant",262台灣宜蘭縣礁溪鄉林尾路160號,4.5,439
佛光大學曼陀羅滴水坊,restaurant,262台灣宜蘭縣礁溪鄉林尾路160號,4.5,607
義食坊 👉即將搬遷4/2開幕｜宜蘭市東港路二段532號,restaurant,262台灣宜蘭縣礁溪鄉中山路一段58號,4.7,487
告春食彩小家日本料理,restaurant,262台灣宜蘭縣礁溪鄉礁溪路四段73號,4.8,5636
小食粑,store,262台灣宜蘭縣礁溪鄉礁溪路五段81號,4.9,2071
河馬 Homa Coffee,"cafe, restaurant, store",262台灣宜蘭縣礁溪鄉信義路71號,4.9,204
初食軒餐廳,restaurant,262台灣宜蘭縣礁溪鄉仁愛路48巷18弄1號,4.7,3667
MORRIS健康廚房-音樂早午餐,restaurant,262台灣宜蘭縣礁溪鄉中山路一段316號,4.8,803
蓮記飄香饌 油飯,"meal_takeaway, restaurant",262台灣宜蘭縣礁溪鄉中山路一段270號,4.9,146
淑蓮清粥店,restaurant,262台灣宜蘭縣礁溪鄉溫泉路27號,4.6,330
太和藝饌 義式小廚房,restaurant,262台灣宜蘭縣礁溪鄉溫泉路56號,4.8,330
食膳蔬食餐點,restaurant,265台灣宜蘭縣羅東鎮南門路82號一,4.8,12
聿想食堂,restaurant,265台灣宜蘭縣羅東鎮公正街53號1樓,4.9,233
暮日 • Steak,restaurant,265台灣宜蘭縣羅東鎮民族路36號1樓,4.9,550
憶庭軒-EatingShare羅東創始店,restaurant,265005台灣宜蘭縣羅東鎮南門路152號,4.8,677
幸福笑 羅東總店,restaurant,265台灣宜蘭縣羅東鎮中正路119號,5.0,1502
素之緣素食量販批發,store,265台灣宜蘭縣羅東鎮和平路11號,5.0,5
客人城,restaurant,265台灣宜蘭縣羅東鎮北成路二段219巷53號,4.5,1070
頂天素食烘焙坊,"bakery, store",265台灣宜蘭縣羅東鎮文化街80號,4.6,48
WAWOO瓦屋健康餐,restaurant,265台灣宜蘭縣羅東鎮中正路175號,4.8,203
簡捷餐桌,restaurant,265台灣宜蘭縣羅東鎮站東路216號,4.6,558
財記臭豆腐,"restaurant, store",265台灣宜蘭縣羅東鎮公正路110號,4.5,4953
日日拌飯丸 · 水果氣泡飲。（無固定公休日）,restaurant,265台灣宜蘭縣羅東鎮浮崙巷29號,4.5,244
東霖食品行 ( 素食食品批發零售 ),"grocery_or_supermarket, store",265台灣宜蘭縣羅東鎮和平路23號,4.5,10
白旨咖啡shirouma cafeしろうまコーヒー,"cafe, restaurant, store",26547台灣宜蘭縣羅東鎮公正街33號1樓,4.8,541
宇宙屋之快樂指素,restaurant,270台灣宜蘭縣蘇澳鎮中正路11號,5.0,121
青宬 早午餐（素食）,restaurant,"No. 63號, Datong Rd, 蘇澳鎮宜蘭縣台灣 270",5.0,4
陽光田園 Pasta (蘇澳店)｜宜蘭美食｜蘇澳美食｜蘇澳必吃｜在地推薦｜人氣餐廳｜聚餐首選｜義大利麵｜排餐｜,restaurant,27044台灣宜蘭縣蘇澳鎮中山路一段207號,4.7,744
巷內蔬齋,restaurant,261台灣宜蘭縣頭城鎮東五巷4號,4.5,19
頂埔素食,restaurant,261台灣宜蘭縣頭城鎮青雲路二段560號號,4.6,85
陽光田園 Pasta (頭城店),restaurant,261台灣宜蘭縣頭城鎮開蘭路215號,4.8,928
Tea tree bistro 無菜單料理,restaurant,261台灣宜蘭縣頭城鎮環鎮東路二段357號,4.9,297
清靜莊園/屏東景觀餐廳,"cafe, restaurant",901台灣屏東縣三地門鄉中正路二段168-1號,4.7,5725
異訝試物所,restaurant,901台灣屏東縣三地門鄉中正路二段110號,4.8,99
觀景樓休閒餐廳/冷氣開放/屏東三地門/三地門美食/三地門餐廳/三地門土雞城/三地門桶子雞/鱸鰻料理/泰國蝦/活魚料理/屏東景觀餐廳三地門景點/三地門網美打卡景點/三地門特色餐廳料理/三地門私房料理/山地門餐廳/三地門夜景/restaurants附近,restaurant,901台灣屏東縣三地門鄉中正路一段75號,4.6,1112
SaMa食堂,restaurant,902台灣屏東縣霧台鄉神山巷62-2號,4.6,261
居高風味餐廳,restaurant,901台灣屏東縣三地門鄉中正路二段168號,4.7,11679
Aco鄉村料理,restaurant,903台灣屏東縣霧台鄉古茶柏安街11巷12號,4.8,56
勤園素食景觀餐廳（只接受line系统預約/請提前一日預約),restaurant,924台灣屏東縣崁頂鄉平和路5號,4.9,136
原生邊境-原住民風味餐聽●台灣精品咖啡館,"cafe, restaurant",90143台灣屏東縣三地門鄉中正路一段105號,4.6,255
阿滌漾Qatiyan,restaurant,901台灣屏東縣三地門鄉中正路一段5號,4.7,81
涵羞草可可農莊,restaurant,906台灣屏東縣高樹鄉興農路181號,5.0,10
頑咖カレー(小孩吃素),restaurant,900台灣屏東縣屏東市中華路221巷11號,4.9,1747
瞭望台土雞城（冷氣開放）-屏東景觀餐廳 秘境餐廳 三地門美食餐廳 山地門美食餐廳 三地門景點 restaurant,restaurant,901台灣屏東縣三地門鄉中正路一段52號,4.8,7525
野店,restaurant,901台灣屏東縣三地門鄉PMPG+XC,4.7,40
撒卜嵐自然風/Thabula,restaurant,851台灣高雄市茂林區46號,4.8,46
AKAME,restaurant,90241台灣屏東縣霧台鄉古茶柏安街17巷8號,4.7,889
隱食手作DoubleJen,restaurant,912台灣屏東縣內埔鄉仁愛路12巷1號,4.7,192
次春蔬果田園餐廳,restaurant,906台灣屏東縣高樹鄉南興路38之5號,4.5,4
獵王小棧,restaurant,902台灣屏東縣霧台鄉岩板巷10鄰50-1號,4.5,478
雁行咖啡,"restaurant, store",900台灣屏東縣屏東市廣東南路245號,4.6,482
元成素食,restaurant,906台灣屏東縣高樹鄉興中路282號,4.9,23
全佳素食,restaurant,912台灣屏東縣內埔鄉中勝路338號,4.6,34
綠光森林屋廚坊神山店,"cafe, restaurant",90241台灣屏東縣霧台鄉神山巷1-16號,4.5,2
打舖2號店,restaurant,900台灣屏東縣屏東市民享一路161號,4.5,1444
安安今天謀呷肉,"restaurant, store",900台灣屏東縣屏東市杭州街18號,4.8,83
屾植人心,"cafe, home_goods_store, store",906台灣屏東縣高樹鄉廣福路26號,4.7,52
沐惠素食料理,restaurant,908台灣屏東縣長治鄉水源路80-1號,4.5,84
莉姆姆的歌-姐姐 A du,"bakery, store",90141台灣屏東縣三地門鄉中正路二段8號頭目門市對面7-11,4.9,32
小孩吃素(屏東勝利店),"bar, restaurant, store",900台灣屏東縣屏東市南京路41號,4.5,754
岩板巷廚房,store,902台灣屏東縣霧台鄉,4.8,112
慈悲園素食,restaurant,911台灣屏東縣竹田鄉瑞竹路102號,4.6,70
霧台神山部落廚藝學校,,902台灣屏東縣霧台鄉神山村15號,5.0,96
卡拉發樣咖啡,cafe,901台灣屏東縣三地門鄉德文村,4.6,142
善循的食堂,restaurant,900台灣屏東縣屏東市民生路2之82號,4.6,68
杜媽媽傳統美食,store,903台灣屏東縣瑪家鄉泰平巷104-13 號,4.6,87
舒心蔬食自助餐,restaurant,907105台灣屏東縣鹽埔鄉勝利路114號,5.0,8
菜寮豆花,store,906台灣屏東縣高樹鄉向川路21號,4.6,455
神山愛玉冰｜霧台神山愛玉借問站,"cafe, store",902台灣屏東縣霧台鄉神山巷16-1號,4.5,6782
圓素圓素食早餐,restaurant,904台灣屏東縣九如鄉東寧路196號,4.6,9
素食老店,restaurant,905台灣屏東縣里港鄉菜市場內 (天主教堂前面進去,4.5,16
麗華養生素食早午餐,restaurant,905台灣屏東縣里港鄉中山路38號,4.6,18
豆花城 （屏東縣九如店）,restaurant,904台灣屏東縣九如鄉九里路27號,4.8,16
素食麵,restaurant,931台灣屏東縣佳冬鄉屏135鄉道59號,5.0,3
玉慈素食水煎包素食涼麵,restaurant,931台灣屏東縣佳冬鄉中山路13號,5.0,19
zuvi知胃-佳冬店,restaurant,931台灣屏東縣佳冬鄉中山路52-1號,4.7,264
石光自助餐（石光便當）,restaurant,931台灣屏東縣佳冬鄉中山路152-1號,4.9,15
素食越南美食 Dö chay Viêt Nam,restaurant,927台灣屏東縣林邊鄉中山路43號,4.6,11
翠園休閒田園,restaurant,931台灣屏東縣佳冬鄉東昌路38號,4.5,65
林邊妙育素食,restaurant,927台灣屏東縣林邊鄉中林路76號,4.9,8
好萊屋.簡餐庭園,"cafe, store",931台灣屏東縣佳冬鄉溝渚路111巷20號,4.8,25
遇見蔬食館,restaurant,928007台灣屏東縣東港鎮水源路221號,4.5,332
阿玲古早味飯湯,restaurant,931台灣屏東縣佳冬鄉啟南路76號,4.9,41
加祿素食,restaurant,940台灣屏東縣枋寮鄉中山路二段97號,4.5,111
林邊素食越南法國麵包,restaurant,927台灣屏東縣林邊鄉中山路154號,4.9,63
好野早午餐,restaurant,931台灣屏東縣佳冬鄉佳昌路99號,4.5,219
甜點山,cafe,931台灣屏東縣佳冬鄉四塊厝,4.5,13
新來義部落/部落蔬店,store,922台灣屏東縣來義鄉大橋63號,4.8,31
LJEMAGAY FOOD & COFFEE,restaurant,922台灣屏東縣來義鄉中正路42號,4.9,123
吃飽店,restaurant,922台灣屏東縣來義鄉義林村,4.9,9
歡喜蔬食養生鍋,restaurant,900台灣屏東縣屏東市民生路49之8號,4.7,208
千和食堂,restaurant,920台灣屏東縣潮州鎮介壽路71號1樓,4.9,409
小琉球饎庭義式料理（複合式餐廳）,restaurant,929台灣屏東縣琉球鄉上杉路80之3號,4.9,759
焦個朋友-花生豆腐蔬食店（潮州總店）,"restaurant, store",920台灣屏東縣潮州鎮五福路19號,4.6,528
屏東縣來義鄉新來義部落多功能活動中心,,92244台灣屏东县来义乡義林村義新路21號,4.5,108
素素看,restaurant,900台灣屏東縣屏東市仁愛路169號,4.6,55
好素多/外燴辦桌(一桌送到家),restaurant,920台灣屏東縣潮州鎮大同路77號,4.9,1015
草吖櫃 手作廚坊,restaurant,911台灣屏東縣竹田鄉水源路,4.8,162
心圓滿蔬食館(恆春 素食),restaurant,946台灣屏東縣恆春鎮恆西ㄧ街33號,4.8,289
古樓吉拿富,"grocery_or_supermarket, store",923台灣屏東縣萬巒鄉中正路84-1號920號,4.8,12
心花蔬食館,restaurant,946台灣屏東縣恆春鎮東門路28號,4.7,778
上尹好食,restaurant,912台灣屏東縣內埔鄉德美路283號,4.6,112
38番 下午茶 私厨,restaurant,912台灣屏東縣內埔鄉北寧路28號,4.7,143
麥。PizzA。素食。僅提供外帶。須來電預約。無提供內用。,"meal_takeaway, restaurant",912台灣屏東縣內埔鄉大新路460號,4.8,233
(內埔素食)曾家祖傳六十年素食糯米捲,restaurant,912台灣屏東縣內埔鄉廣濟路137號對面號,4.9,19
素食滷味,restaurant,912台灣屏東縣內埔鄉中華一街72號,4.7,32
蕗卡食飯-私房料理 丨內埔美食推薦丨樹豆豬腳丨樹豆排骨丨內埔餐廳推薦,restaurant,912台灣屏東縣內埔鄉德美路209號,4.8,192
李董偶貴（出爐品項，請先來電洽詢）,,912台灣屏東縣內埔鄉南華路28號912,4.5,29
瑜香小吃,restaurant,912台灣屏東縣內埔鄉文化路318號,4.5,87
和萍素食早餐 內埔素食必吃,restaurant,912台灣屏東縣內埔鄉新中路200號,5.0,3
種子食堂,restaurant,912台灣屏東縣內埔鄉和平路59號,4.7,20
穆 餐廚 Mu Kitchen,restaurant,912台灣屏東縣內埔鄉勝利路499號,4.9,54
胖弟包,restaurant,912台灣屏東縣內埔鄉中興路62號,4.6,26
高麗菜煎餅,restaurant,912台灣屏東縣內埔鄉文化路302號,4.5,62
芙品鮮 Fu Pin Xiam,restaurant,912台灣屏東縣內埔鄉學人路267-2號,4.7,46
古早味豆花,restaurant,912台灣屏東縣內埔鄉南寧路16號,4.6,23
烹廚達亨手作料理餐店,"restaurant, store",912台灣屏東縣內埔鄉光明路139號,4.7,327
滋玉蔬,restaurant,926台灣屏東縣南州鄉三民路104號,4.7,6
柳丁素食,restaurant,926台灣屏東縣南州鄉勝利路137號,5.0,4
南方綠洲 庭園咖啡甜品,"cafe, store",926台灣屏東縣南州鄉精明路26號,5.0,134
南州素食蘿蔔糕/肉粽/粉圓冰,restaurant,926台灣屏東縣南州鄉人和路47號,4.6,7
小田本舖OdaHonpo,restaurant,926台灣屏東縣南州鄉三民路92號,4.7,2549
素福蔬時餐館,restaurant,928台灣屏東縣東港鎮光復路一段148之1號,4.5,137
阿芳素食自助餐（東港）,restaurant,928台灣屏東縣東港鎮博愛街193號,4.9,79
妙禾素饌,restaurant,928台灣屏東縣東港鎮長春一路127-1號,4.8,12
九品素食館,restaurant,920台灣屏東縣潮州鎮長興路1之7號,4.8,33
南州瑞麟美而美人和店,restaurant,926台灣屏東縣南州鄉人和路175號,4.6,71
得來素蔬食早午餐-潮州民治店,restaurant,920台灣屏東縣潮州鎮民治路6號,4.7,111
哈薩克咖啡可可園區,restaurant,926台灣屏東縣南州鄉永安路1號,4.5,55
蔬食滷味,restaurant,"號 No, No. 232永康街潮州鎮屏東縣台灣 920",4.6,44
素食（無店名老店）,restaurant,928台灣屏東縣東港鎮中山路125-2號,4.9,14
南邊61-6咖啡-屏東南州寵物友善咖啡廳|寵物友善餐廳|人氣早午餐|熱門早午餐|親子餐廳|咖啡廳推薦|甜點推薦|網美下午茶,cafe,926台灣屏東縣南州鄉中興路61-6號,4.6,1047
南州蛋塔,"bakery, restaurant, store",926台灣屏東縣南州鄉勝利路1-1號,4.8,1703
烏龍素食麵攤,,932台灣屏東縣新園鄉仁愛路40號,5.0,12
芳葵Fragrance庭園餐廳,restaurant,928台灣屏東縣東港鎮興和路288號,4.6,219
璞‧食蔬食滷味&鹽酥g,"meal_takeaway, restaurant",920台灣屏東縣潮州鎮四維路380號,4.8,106
和平素麵館,restaurant,900台灣屏東縣屏東市和平路344號,4.9,66
熱浪小島-屏東店,restaurant,900台灣屏東縣屏東市廣東路104號,4.6,37
友善素食（每月公休日～請至最新動態查看）,restaurant,900台灣屏東縣屏東市勝利路236號,4.8,87
佐崧蔬食‧豆油麵,restaurant,900台灣屏東縣屏東市光復路316號,4.8,259
盛田素食餐廳,restaurant,900台灣屏東縣屏東市林森路32-16號,4.8,55
打舖3號-全蔬食健美概念餐飲店,restaurant,900台灣屏東縣屏東市民生路232號,4.6,112
優尼克素食漢堡,restaurant,900台灣屏東縣屏東市民族路452-1號,4.8,214
鳳榛素食（初一、十五照常營業）,restaurant,900台灣屏東縣屏東市華盛街1-12號,5.0,20
彰德蔬食坊,restaurant,900台灣屏東縣屏東市建武路72號,4.5,190
致中素食麵館,restaurant,900台灣屏東縣屏東市中山路92號,4.7,79
緣心素食滷味,restaurant,900台灣屏東縣屏東市廣東路58號900,4.7,69
巧好素食館,restaurant,900台灣屏東縣屏東市廣東路629號,4.5,74
一窩絲素食手工抓餅-屏東美食-小吃,restaurant,900001台灣屏東縣屏東市民生路83-4號,4.9,147
王素食鹽酥雞,restaurant,900台灣屏東縣屏東市建豐路103號,4.6,166
享蔬喜(蔬食早午餐/素食/燕麥粉漿蛋餅/義大利麵/口袋餅/超好喝鮮奶茶),restaurant,900台灣屏東縣屏東市華正路37號,5.0,111
清香素食館,restaurant,900台灣屏東縣屏東市廣東路39號,4.5,47
恆緣素食,restaurant,900台灣屏東縣屏東市中正路288-1號,4.7,111
葉子素食中式早午餐,restaurant,900台灣屏東縣屏東市公園東路82之4號,4.8,61
慈玄素食,restaurant,900台灣屏東縣屏東市棒球路164號,4.5,31
小齋排,restaurant,900台灣屏東縣屏東市廣東路798號,4.8,6
林家素食菜粽,restaurant,900台灣屏東縣屏東市信義路54號,4.6,252
林家素食菜粽,restaurant,900台灣屏東縣屏東市廣東路681號,4.5,46
恆。好 蔬食餐廳&畫廊,restaurant,946台灣屏東縣恆春鎮東門路2巷11弄2號,4.6,1108
甘味食堂 樺府 -特色火龍果捲餅（素食料理/蔬食料理/恆春美食）,restaurant,946台灣屏東縣恆春鎮中山路48號,4.6,986
阿潭姨素食食材專賣,restaurant,946台灣屏東縣恆春鎮曉南路21號,4.7,504
芝玲素食（恆春店）,restaurant,946台灣屏東縣恆春鎮恒南路141號,4.7,100
膳芝坊,restaurant,946台灣屏東縣恆春鎮中正路237號,4.6,75
牙買加老爸和喜喜-Happy Falafel,restaurant,947台灣屏東縣滿州鄉福安路85號,4.9,166
誠食 （恕不接受訂位、無法接8人以上團體）,restaurant,946台灣屏東縣恆春鎮東門路2巷21號,4.6,405
鹿兒野餐,"restaurant, store",946台灣屏東縣恆春鎮恆南路4巷,4.8,687
虎炊稻 Höo Triptown 臺菜沙龍,restaurant,946台灣屏東縣恆春鎮恆公路970巷43號,4.7,1542
上霖素食早點(蔬食早餐),restaurant,946台灣屏東縣恆春鎮恒南路219-1號,4.6,92
友時愛碧珠,restaurant,946003台灣屏東縣恆春鎮西門路109巷27號,4.7,452
藻堂食音（休假時間請看FB公布動態。本店平常是一人廚師與一位外場， 建議在臉書粉絲專頁私訊訂位提早點餐，避免久候。,restaurant,94641台灣屏東縣恆春鎮恆南路125巷69弄2號,4.7,290
山太泰/restautants/美食/晚餐,restaurant,946台灣屏東縣恆春鎮四溝路73-5號,4.7,753
四方食事麵食館,restaurant,946台灣屏東縣恆春鎮中山路31號,4.6,514
菜市場無店名美食,restaurant,946台灣屏東縣恆春鎮東門路174巷11號在菜市場。牧場放山雞旁邊,4.6,141
鹿村健康餐盒小賣所,restaurant,946台灣屏東縣恆春鎮北門路100號,4.8,55
